8.675127789877151940e+01,9.486348806836477365e+01,7.254396027881047360e+01,1.034198917544103438e+02,9.755006812116843662e+01,8.656431069124063526e+01,6.713835795818486929e+01,6.954856219008679830e+01,9.278369812073576384e+01,8.258942242631134434e+01
8.904196248743083686e+01,8.758661246193415195e+01,9.432645525748218063e+01,8.990030852188465360e+01,7.375953374602133295e+01,1.001678500686233093e+02,8.959767788979685577e+01,8.644407809205419824e+01,9.671700042754517312e+01,9.450075062774199353e+01
8.410035211537028488e+01,8.067144584830724341e+01,9.357802419791214277e+01,9.424329740542130196e+01,8.560615924086654616e+01,8.784133978498877582e+01,7.879249792590508150e+01,9.757193438781172290e+01,8.198461007615888718e+01,8.801129771789422307e+01
8.227814030156928027e+01,8.153997352298856072e+01,6.686072935613735524e+01,1.001739427421840816e+02,9.605667958653377525e+01,9.166620285065764051e+01,1.031303926280528174e+02,9.248890540154631879e+01,8.802226484760278424e+01,7.816726223026763876e+01
8.776816600047979477e+01,8.046919059650005579e+01,9.679709386619397549e+01,1.054358646970748339e+02,7.455336340730853806e+01,1.062471167854324960e+02,8.876068864652765456e+01,6.813973688689807773e+01,6.602359145393710094e+01,9.308968513047935289e+01
8.802509729167336161e+01,9.439309116244034215e+01,7.280888596895778164e+01,1.059457164151258866e+02,5.987750392767514995e+01,9.422739464834616285e+01,9.332402295702578954e+01,6.648958504896118882e+01,8.479249411154083305e+01,7.567649465686953647e+01
9.793087226325148720e+01,8.178227572957288771e+01,5.956442272199344501e+01,9.740316189255659651e+01,8.277336013602140952e+01,6.686710572287783805e+01,8.590842179808815615e+01,7.155249787708001463e+01,6.413528283321114998e+01,7.471324573196473295e+01
8.422722849635582065e+01,6.352147512876615565e+01,7.483314827115037815e+01,7.698358289360062656e+01,8.005092909512691790e+01,8.318314350604126162e+01,6.829624871947980580e+01,7.995302235050583306e+01,6.808219862037286418e+01,6.622137662499331157e+01
6.573154698587022438e+01,8.352581991547987172e+01,7.771686389823798891e+01,8.072425864596456790e+01,8.536181278759849533e+01,7.492394215805566660e+01,7.575674560235589183e+01,7.286051048833783739e+01,6.841073251893324425e+01,6.942747641656141866e+01
8.284065233975636033e+01,7.297369214327569864e+01,7.625156808500564409e+01,7.966323382172441825e+01,7.812253110542226864e+01,9.030498867851065370e+01,8.654530010866398015e+01,9.074489036358208693e+01,7.589675312007312868e+01,7.192229537341748369e+01
9.013967391879644708e+01,8.719490556237806800e+01,8.257358789209797578e+01,7.261715303118965892e+01,7.371161258257792781e+01,8.204431291880537458e+01,8.125152891569766211e+01,8.153869759401614203e+01,7.988998272094293895e+01,7.374787866847415785e+01
8.925580067242928806e+01,9.052849693831765876e+01,9.638903098178768403e+01,8.120623490658647370e+01,8.342485249797387326e+01,7.104376113004882143e+01,7.824686255946039637e+01,9.163711698150719087e+01,7.361532663032524226e+01,8.669287470628978554e+01
8.284460998650584429e+01,6.512269343339463035e+01,9.687286829849612957e+01,8.097592294020647330e+01,6.564749851657437318e+01,7.698863914753128768e+01,7.756930696300250361e+01,7.293973233893191832e+01,7.376190895432898742e+01,8.270487377527548745e+01
5.373063195838407324e+01,8.446519666917001246e+01,8.948756860031365079e+01,9.328213433157361578e+01,7.844645492485186367e+01,8.222478830022036789e+01,8.648768400680091872e+01,6.031078985817029547e+01,5.655427321974696042e+01,8.550867037788779612e+01
6.354020288251153659e+01,7.441421708590223716e+01,7.481810211378075337e+01,8.609098338654106897e+01,7.841334085026905143e+01,6.424956579125485234e+01,7.340742742811484334e+01,5.136374486457016530e+01,6.157606738848971872e+01,8.449038304049042836e+01
8.376600441919212869e+01,7.658819981089760631e+01,1.022649360830703102e+02,8.171021373591970871e+01,8.509856740685670218e+01,6.276435396865018390e+01,8.704751323388933315e+01,6.907701702860084936e+01,7.764367989247756441e+01,8.394260916632673286e+01
7.912910898864613785e+01,1.009652323396628049e+02,9.835031669962778267e+01,7.813901125441169881e+01,8.486786866237967786e+01,7.347807890356185112e+01,8.621739657550811842e+01,5.265256332423005858e+01,9.443732761377914642e+01,6.347778765138997414e+01
