5.505919456481933594e-01,5.530560016632080078e-01,5.457351207733154297e-01,5.452079772949218750e-01,5.400331020355224609e-01,5.627408027648925781e-01,5.463340282440185547e-01,5.378689765930175781e-01,5.396599769592285156e-01,5.347898006439208984e-01
4.394171237945556641e-01,4.442138671875000000e-01,3.995239734649658203e-01,3.963038921356201172e-01,3.889448642730712891e-01,3.964140415191650391e-01,4.024739265441894531e-01,3.893058300018310547e-01,4.909749031066894531e-01,4.882528781890869141e-01
4.021260738372802734e-01,5.020561218261718750e-01,3.888490200042724609e-01,4.247820377349853516e-01,4.169239997863769531e-01,3.849530220031738281e-01,3.914799690246582031e-01,3.946599960327148438e-01,4.692058563232421875e-01,3.934018611907958984e-01
4.028761386871337891e-01,3.961470127105712891e-01,3.934020996093750000e-01,3.975470066070556641e-01,3.902928829193115234e-01,3.892810344696044922e-01,3.843998908996582031e-01,3.887610435485839844e-01,3.864018917083740234e-01,3.988859653472900391e-01
4.008939266204833984e-01,3.975548744201660156e-01,3.889291286468505859e-01,4.021968841552734375e-01,3.886599540710449219e-01,4.091541767120361328e-01,4.500160217285156250e-01,3.959419727325439453e-01,3.952569961547851562e-01,3.994250297546386719e-01
4.010751247406005859e-01,3.927409648895263672e-01,3.934681415557861328e-01,4.055418968200683594e-01,3.988490104675292969e-01,3.893151283264160156e-01,5.031709671020507812e-01,4.018950462341308594e-01,3.894820213317871094e-01,4.086289405822753906e-01
4.082500934600830078e-01,4.178609848022460938e-01,3.924598693847656250e-01,3.986890316009521484e-01,3.922879695892333984e-01,3.992800712585449219e-01,4.429528713226318359e-01,3.873350620269775391e-01,3.840727806091308594e-01,4.017660617828369141e-01
4.061260223388671875e-01,3.984210491180419922e-01,4.362089633941650391e-01,4.023180007934570312e-01,3.971600532531738281e-01,4.003059864044189453e-01,3.969919681549072266e-01,4.248180389404296875e-01,3.856110572814941406e-01,4.314479827880859375e-01
4.077799320220947266e-01,4.186749458312988281e-01,3.941900730133056641e-01,4.069418907165527344e-01,3.958020210266113281e-01,3.930051326751708984e-01,3.889470100402832031e-01,3.899428844451904297e-01,3.972380161285400391e-01,3.936510086059570312e-01
5.200338363647460938e-01,5.335299968719482422e-01,5.196771621704101562e-01,5.269811153411865234e-01,5.229880809783935547e-01,5.052731037139892578e-01,5.351121425628662109e-01,5.139989852905273438e-01,5.126478672027587891e-01,5.289471149444580078e-01
5.227341651916503906e-01,5.063149929046630859e-01,5.343360900878906250e-01,5.270190238952636719e-01,5.478820800781250000e-01,5.227639675140380859e-01,5.211958885192871094e-01,5.391428470611572266e-01,5.119760036468505859e-01,5.223670005798339844e-01
5.462219715118408203e-01,5.335950851440429688e-01,6.367650032043457031e-01,5.189969539642333984e-01,5.421719551086425781e-01,5.296719074249267578e-01,5.203080177307128906e-01,5.313220024108886719e-01,5.120549201965332031e-01,5.271708965301513672e-01
5.315868854522705078e-01,5.194339752197265625e-01,5.785260200500488281e-01,5.355489253997802734e-01,5.472159385681152344e-01,5.481469631195068359e-01,5.464949607849121094e-01,5.491309165954589844e-01,5.431158542633056641e-01,5.496470928192138672e-01
5.645329952239990234e-01,5.378091335296630859e-01,5.546610355377197266e-01,5.342061519622802734e-01,5.176579952239990234e-01,4.995720386505126953e-01,5.287828445434570312e-01,4.973959922790527344e-01,5.564830303192138672e-01,5.372400283813476562e-01
5.232198238372802734e-01,5.746190547943115234e-01,5.426309108734130859e-01,5.736730098724365234e-01,5.535049438476562500e-01,5.235469341278076172e-01,5.354280471801757812e-01,5.167348384857177734e-01,5.415849685668945312e-01,5.308740139007568359e-01
5.547158718109130859e-01,5.294878482818603516e-01,5.469529628753662109e-01,4.969918727874755859e-01,5.237510204315185547e-01,5.125639438629150391e-01,5.185890197753906250e-01,5.243380069732666016e-01,5.621588230133056641e-01,5.327939987182617188e-01
5.404779911041259766e-01,5.361931324005126953e-01,5.869028568267822266e-01,5.167469978332519531e-01,5.338869094848632812e-01,5.424728393554687500e-01,5.412762165069580078e-01,5.359380245208740234e-01,5.196330547332763672e-01,5.212841033935546875e-01
6.051480770111083984e-01,5.673539638519287109e-01,5.271320343017578125e-01,5.385360717773437500e-01,5.452849864959716797e-01,5.597250461578369141e-01,5.364191532135009766e-01,5.368409156799316406e-01,5.715241432189941406e-01,5.279870033264160156e-01
5.938050746917724609e-01,5.886359214782714844e-01,5.172529220581054688e-01,5.427289009094238281e-01,6.065969467163085938e-01,5.251340866088867188e-01,5.624392032623291016e-01,5.094258785247802734e-01,5.300841331481933594e-01,5.327000617980957031e-01
5.491118431091308594e-01,5.303299427032470703e-01,5.068891048431396484e-01,5.444300174713134766e-01,5.649521350860595703e-01,5.384740829467773438e-01,5.966699123382568359e-01,4.664859771728515625e-01,5.535480976104736328e-01,5.269601345062255859e-01
5.799729824066162109e-01,5.116829872131347656e-01,5.339689254760742188e-01,6.258549690246582031e-01,5.039999485015869141e-01,5.695109367370605469e-01,5.646541118621826172e-01,5.256102085113525391e-01,5.499801635742187500e-01,5.211560726165771484e-01
