-3.355000000000000204e-01,-1.131999999999999951e-01,-4.562999999999999834e-01,-3.018000000000000127e-01,-1.000000000000000056e-01
-2.401999999999999968e-01,-1.000000000000000056e-01,-1.589000000000000135e-01,-1.000000000000000056e-01,-5.278000000000000469e-01
-1.219999999999999973e-01,-1.582000000000000073e-01,-1.351999999999999869e-01,-3.817999999999999727e-01,-2.807000000000000051e-01
-4.172000000000000153e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-5.666999999999999815e-01,-1.267000000000000071e-01
-4.852000000000000202e-01,-2.016000000000000014e-01,-4.424000000000000155e-01,-5.423000000000000043e-01,-3.723000000000000198e-01
-1.000000000000000056e-01,-3.439999999999999725e-01,-4.489000000000000212e-01,-3.407999999999999918e-01,-1.000000000000000056e-01
-3.867999999999999772e-01,-1.250000000000000000e-01,-4.969000000000000083e-01,-5.816000000000000059e-01,-1.000000000000000056e-01
-4.615000000000000213e-01,-3.982999999999999874e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.241000000000000020e-01
-4.012000000000000011e-01,-2.763999999999999790e-01,-5.879999999999999671e-01,-5.753000000000000336e-01,-3.744000000000000106e-01
-4.321999999999999731e-01,-3.760000000000000009e-01,-3.670999999999999819e-01,-5.602000000000000313e-01,-1.000000000000000056e-01
-5.346999999999999531e-01,-5.060999999999999943e-01,-5.465999999999999748e-01,-5.531000000000000361e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,-3.860999999999999988e-01,-1.000000000000000056e-01,-5.010000000000000009e-01,-1.000000000000000056e-01
-4.112999999999999989e-01,-4.998000000000000220e-01,-5.321000000000000174e-01,-1.000000000000000056e-01,-1.917000000000000093e-01
-4.390999999999999903e-01,-4.822000000000000175e-01,-1.000000000000000056e-01,-5.729999999999999538e-01,-1.000000000000000056e-01
-5.062999999999999723e-01,-1.000000000000000056e-01,-4.662000000000000033e-01,-2.787999999999999923e-01,-1.000000000000000056e-01
-4.960999999999999854e-01,-4.055000000000000271e-01,-5.663000000000000256e-01,-2.144000000000000072e-01,-4.621000000000000107e-01
-3.483999999999999875e-01,-4.808000000000000052e-01,-5.713000000000000300e-01,-3.469999999999999751e-01,-3.880000000000000115e-01
-3.945000000000000173e-01,-4.907000000000000250e-01,-5.440000000000000391e-01,-3.729999999999999982e-01,-3.931999999999999940e-01
-1.000000000000000056e-01,-4.186000000000000276e-01,-1.000000000000000056e-01,-5.424999999999999822e-01,-4.431999999999999829e-01
-3.057000000000000273e-01,-4.550000000000000155e-01,-5.342999999999999972e-01,-5.588999999999999524e-01,-1.000000000000000056e-01
-4.193999999999999950e-01,-4.597999999999999865e-01,-5.341000000000000192e-01,-5.028000000000000247e-01,-4.793999999999999928e-01
-4.097999999999999976e-01,-4.300999999999999823e-01,-1.852000000000000035e-01,-5.039000000000000146e-01,-1.000000000000000056e-01
-5.217000000000000526e-01,-4.429000000000000159e-01,-5.413000000000000034e-01,-4.660000000000000253e-01,-2.432999999999999885e-01
-3.131999999999999784e-01,-5.103999999999999648e-01,-5.856999999999999984e-01,-5.593000000000000194e-01,-1.195999999999999980e-01
-4.524000000000000243e-01,-2.812999999999999945e-01,-4.791000000000000258e-01,-1.935999999999999943e-01,-5.444999999999999840e-01
-5.332999999999999963e-01,-4.565000000000000169e-01,-6.197000000000000286e-01,-4.974000000000000088e-01,-1.000000000000000056e-01
-3.648000000000000131e-01,-3.178000000000000269e-01,-4.060000000000000275e-01,-1.000000000000000056e-01,-2.416999999999999982e-01
-4.378000000000000225e-01,-4.786000000000000254e-01,-1.000000000000000056e-01,-3.352999999999999869e-01,-9.929999999999999938e-02
-4.484000000000000208e-01,-4.868999999999999995e-01,-5.886000000000000121e-01,-4.208999999999999964e-01,-3.688000000000000167e-01
-5.271000000000000130e-01,-1.796000000000000096e-01,-1.073999999999999955e-01,-2.863999999999999879e-01,-4.747000000000000108e-01
-5.331000000000000183e-01,-2.922000000000000153e-01,-1.000000000000000056e-01,-5.247000000000000552e-01,-5.573000000000000176e-01
-4.234999999999999876e-01,-1.000000000000000056e-01,-3.240999999999999992e-01,-5.221000000000000085e-01,-2.565999999999999948e-01
-3.882999999999999785e-01,-8.840000000000000635e-02,-1.000000000000000056e-01,-4.991999999999999771e-01,-2.025000000000000133e-01
-7.810000000000000275e-02,-4.055000000000000271e-01,-1.570999999999999897e-01,-4.403000000000000247e-01,-3.942999999999999838e-01
-4.313000000000000167e-01,-4.737999999999999989e-01,-1.145000000000000046e-01,-5.741000000000000547e-01,-1.000000000000000056e-01
-5.233999999999999764e-01,-4.138999999999999901e-01,-5.819999999999999618e-01,-5.155999999999999472e-01,-2.185999999999999888e-01
-5.312000000000000055e-01,-5.123999999999999666e-01,-3.390000000000000235e-01,-5.833000000000000407e-01,-3.998999999999999777e-01
-5.555999999999999828e-01,-4.773999999999999910e-01,-5.714000000000000190e-01,-5.083999999999999631e-01,-3.184000000000000163e-01
-5.242999999999999883e-01,-4.360999999999999877e-01,-1.864000000000000101e-01,-1.000000000000000056e-01,-1.000000000000000056e-01
-4.854999999999999871e-01,-4.687999999999999945e-01,-5.941999999999999504e-01,-3.604999999999999871e-01,-3.376000000000000112e-01
-4.575000000000000178e-01,-4.756000000000000227e-01,-1.000000000000000056e-01,-2.429000000000000048e-01,-4.663999999999999813e-01
-1.000000000000000056e-01,-4.489000000000000212e-01,-5.561000000000000387e-01,-5.282000000000000028e-01,-1.819999999999999951e-01
-3.267999999999999794e-01,-5.138000000000000345e-01,-1.000000000000000056e-01,-3.336999999999999966e-01,-1.000000000000000056e-01
